,All people aged 16 to 74 in employment,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations
S01005925,421,40,108,62,67,38,29,38,21,18
S01005926,469,75,108,77,66,40,25,28,30,20
S01005927,317,32,83,44,44,31,20,31,14,18
S01005928,338,17,10,24,30,43,38,53,52,71
S01005929,380,31,75,53,47,39,31,31,35,38
S01005930,556,58,87,93,82,59,39,52,35,51
S01005931,380,23,61,59,57,31,25,45,35,44
S01005932,247,8,5,16,30,35,29,40,35,49
S01005933,501,49,90,98,97,52,37,32,28,18
S01005934,298,18,31,41,55,34,24,33,27,35
S01005935,262,19,34,35,33,22,27,39,24,29
S01005936,332,17,23,31,43,51,34,48,45,40
S01005937,336,45,98,49,51,16,20,34,17,6
S01005938,361,17,26,46,50,43,48,37,45,49
S01005939,290,10,16,21,37,40,30,43,42,51
S01005940,407,42,82,62,62,52,16,45,17,29
S01005941,261,48,72,32,36,18,5,19,12,19
S01005942,364,20,40,44,55,37,40,38,39,51
S01005943,399,21,38,39,69,50,46,58,36,42
S01005944,424,27,63,68,63,47,56,31,29,40
S01005945,373,20,35,42,67,41,44,45,37,42
S01005946,459,34,48,52,54,60,58,53,59,41
S01005947,280,16,15,21,37,35,31,26,47,52
S01005948,404,36,46,57,47,47,45,47,40,39
S01005949,291,16,21,33,36,36,37,46,29,37
S01005950,242,14,16,23,20,29,34,39,32,35
S01005951,574,36,74,72,65,64,49,67,73,74
S01005952,503,57,71,67,51,43,44,50,50,70
S01005953,659,64,84,85,77,80,66,87,63,53
S01005954,196,16,14,11,26,22,24,22,18,43
S01005955,439,49,103,72,57,38,29,37,27,27
S01005956,348,14,21,28,44,49,38,49,47,58
S01005957,418,30,25,24,34,51,62,60,63,69
S01005958,243,16,24,25,27,32,16,30,44,29
S01005959,172,13,14,18,22,15,20,32,17,21
S01005960,202,10,20,22,35,27,19,22,26,21
S01005961,544,41,59,67,82,51,60,54,64,66
S01005962,210,9,17,16,24,30,24,23,30,37
S01005963,265,23,34,27,39,26,39,23,30,24
S01005964,302,15,13,35,36,38,35,34,46,50
S01005965,387,23,35,36,49,39,46,55,48,56
S01005966,713,57,74,87,80,85,64,79,82,105
S01005967,364,19,30,40,46,44,41,52,43,49
S01005968,561,78,125,84,77,60,38,54,20,25
S01005969,353,20,35,27,64,50,37,45,41,34
S01005970,375,21,44,40,62,58,36,38,37,39
S01005971,194,8,16,12,27,27,21,27,29,27
S01005972,335,24,59,36,43,25,33,42,36,37
S01005973,393,16,46,45,65,46,43,48,41,43
S01005974,330,16,35,35,45,48,37,38,37,39
S01005975,293,16,13,14,28,33,46,46,43,54
S01005976,373,80,113,60,40,21,10,28,8,13
S01005977,345,29,34,43,44,40,47,37,33,38
S01005978,340,88,79,45,36,17,14,26,19,16
S01005979,394,29,41,44,48,64,42,43,41,42
S01005980,309,18,30,44,49,50,33,37,29,19
S01005981,487,58,96,85,58,55,37,30,31,37
S01005982,278,23,29,28,24,34,37,37,30,36
S01005983,481,22,63,61,83,69,47,67,40,29
S01005984,449,93,127,69,42,29,19,36,14,20
S01005985,354,18,54,43,39,48,36,40,32,44
S01005986,499,122,145,65,51,26,16,32,18,24
S01005987,243,9,24,26,32,39,26,29,25,33
S01005988,248,9,20,15,33,28,31,37,32,43
S01005989,366,35,89,56,47,37,25,43,17,17
S01005990,564,38,56,63,64,74,59,70,51,89
S01005991,301,21,29,44,42,47,20,37,35,26
S01005992,192,7,17,16,27,26,20,21,20,38
S01005993,408,41,60,42,67,44,30,45,32,47
S01005994,426,25,49,55,51,48,40,64,39,55
S01005995,185,6,17,24,21,14,26,17,20,40
S01005996,487,42,78,86,74,57,42,43,40,25
S01005997,252,13,16,26,30,27,33,44,21,42
S01005998,232,6,8,21,28,32,27,38,27,45
S01005999,799,87,169,105,122,94,58,67,47,50
S01006000,287,9,11,20,42,41,47,37,29,51
S01006001,349,32,77,48,38,36,26,38,26,28
S01006002,199,24,54,21,20,16,18,20,12,14
S01006003,234,20,17,29,31,28,27,22,24,36
S01006004,830,87,150,148,106,98,66,78,53,44
S01006005,259,21,31,28,35,22,29,24,29,40
S01006006,390,44,98,55,52,24,31,35,21,30
S01006007,195,2,9,16,23,22,32,31,30,30
S01006008,260,6,31,22,26,27,38,39,32,39
S01006009,300,27,57,37,38,32,21,36,22,30
S01006010,491,55,152,75,56,36,36,36,22,23
S01006011,327,16,31,33,41,29,54,46,36,41
S01006012,307,12,27,40,42,32,36,43,32,43
S01006013,319,79,89,41,33,17,16,28,9,7
S01006014,284,21,34,35,38,38,31,21,33,33
S01006015,358,35,90,61,55,30,14,32,18,23
S01006016,522,57,83,92,90,62,34,50,25,29
S01006017,609,59,79,77,73,92,51,68,49,61
S01006018,460,54,79,73,69,59,35,38,26,27
S01006019,662,39,77,79,100,73,68,80,74,72
S01006020,374,36,131,58,37,38,21,20,13,20
S01006021,506,75,133,74,50,49,19,47,28,31
S01006022,270,17,32,24,39,40,26,27,24,41
S01006023,371,53,117,64,38,25,19,24,11,20
S01006024,316,16,21,27,44,39,51,41,33,44
S01006025,394,30,76,56,59,31,34,32,43,33
S01006026,318,13,12,31,54,40,44,39,33,52
S01006027,354,26,92,62,47,29,28,26,20,24
S01006028,322,38,84,50,32,29,23,32,12,22
S01006029,331,39,103,47,32,27,27,31,9,16
S01006030,443,53,139,67,56,34,24,41,14,15
S01006031,734,70,112,103,95,97,67,76,59,55
S01006032,374,33,46,41,37,39,33,45,54,46
S01006033,687,49,97,118,110,92,56,54,58,53
S01006034,818,70,80,121,96,109,80,88,73,101
S01006035,444,29,49,60,75,56,41,51,39,44
S01006036,"1,367",119,241,230,177,136,128,141,114,81
S01006037,394,27,61,50,62,54,44,34,31,31
S01006038,380,37,110,54,46,34,26,36,16,21
S01006039,354,34,71,52,40,34,23,37,27,36
S01006040,336,13,17,31,33,48,41,44,46,63
S01006041,359,29,41,49,57,35,35,31,45,37
S01006042,366,25,61,43,51,49,37,39,26,35
S01006043,265,15,32,39,45,47,23,25,19,20
S01006044,380,39,74,41,64,39,36,38,19,30
S01006045,382,30,67,57,46,39,37,34,45,27
S01006046,380,25,44,30,67,46,46,50,26,46
S01006047,305,14,19,33,48,33,34,35,38,51
S01006048,360,30,94,51,60,37,21,30,24,13
S01006049,325,18,39,38,58,34,36,38,31,33
S01006050,367,23,42,40,56,44,43,37,31,51
S01006051,434,29,52,48,84,53,48,52,26,42
S01006052,489,32,127,75,68,41,44,59,16,27
S01006053,382,41,70,50,54,45,29,36,30,27
S01006054,419,37,71,67,50,46,44,43,29,32
S01006055,396,33,89,79,42,38,38,39,13,25
S01006056,437,69,127,56,62,25,20,41,20,17
S01006057,228,17,27,23,24,24,32,25,21,35
S01006058,260,17,14,14,29,38,41,28,21,58
S01006059,306,24,30,26,56,38,34,34,36,28
S01006060,296,20,33,43,32,31,35,38,37,27
S01006061,207,6,18,23,33,20,16,23,22,46
S01006062,303,8,17,33,40,46,45,43,23,48
S01006063,195,8,5,9,16,27,26,29,14,61
S01006064,335,19,41,40,45,34,47,38,26,45
S01006065,347,18,33,37,62,43,34,39,25,56
S01006066,501,26,51,68,69,69,59,53,43,63
S01006067,408,73,125,72,29,29,28,14,16,22
S01006068,263,35,72,38,18,32,27,10,8,23
S01006069,374,65,138,57,31,24,10,18,12,19
S01006070,308,54,99,42,29,30,16,10,9,19
S01006071,436,60,160,74,35,28,28,24,7,20
S01006072,293,23,98,40,32,41,24,10,7,18
S01006073,205,24,60,30,11,27,14,12,9,18
S01006074,362,48,80,44,33,65,23,10,22,37
S01006075,438,33,44,42,46,59,65,42,55,52
S01006076,426,27,35,26,38,71,62,31,51,85
S01006077,640,55,96,74,62,80,64,55,70,84
S01006078,757,83,166,112,77,94,57,52,43,73
S01006079,332,25,40,39,29,65,37,24,27,46
S01006080,470,45,95,56,32,58,62,31,27,64
S01006081,364,71,91,43,32,55,19,8,8,37
S01006082,389,14,17,22,24,78,57,28,47,102
S01006083,467,68,97,68,45,62,43,29,22,33
S01006084,460,32,38,43,48,71,44,48,62,74
S01006085,427,28,73,46,53,56,45,57,34,35
S01006086,509,61,68,73,51,77,43,42,27,67
S01006087,355,23,37,40,49,53,38,41,29,45
S01006088,417,36,57,55,50,46,36,50,23,64
S01006089,366,36,57,43,28,52,44,35,28,43
S01006090,339,17,20,36,28,40,52,38,50,58
S01006091,473,72,124,71,30,69,37,18,23,29
S01006092,265,20,19,18,28,33,45,31,30,41
S01006093,361,29,43,49,46,49,32,45,30,38
S01006094,368,19,43,42,41,53,45,46,28,51
S01006095,443,55,74,69,68,51,28,47,26,25
S01006096,315,24,39,24,40,41,40,26,36,45
S01006097,428,17,34,38,59,63,57,48,47,65
S01006098,288,24,45,33,23,38,30,25,38,32
S01006099,318,39,64,52,45,38,21,23,16,20
S01006100,141,1,14,14,16,20,17,22,9,28
S01006101,287,20,39,33,39,40,33,26,26,31
S01006102,374,22,27,30,33,62,48,45,34,73
S01006103,410,48,60,46,68,54,41,37,18,38
S01006104,287,23,46,28,34,31,30,32,29,34
S01006105,424,45,73,62,36,55,45,44,17,47
S01006106,455,34,33,59,50,65,47,55,59,53
S01006107,307,8,15,29,26,43,42,36,44,64
S01006108,436,22,31,26,34,70,42,39,53,119
S01006109,388,37,119,57,48,22,35,29,18,23
S01006110,319,15,15,23,23,49,31,33,52,78
S01006111,434,33,51,51,44,65,54,59,40,37
S01006112,431,37,63,59,72,53,25,48,33,41
S01006113,385,42,127,58,53,32,23,24,15,11
S01006114,318,17,31,36,30,34,35,48,28,59
S01006115,301,65,99,50,21,15,13,14,9,15
S01006116,382,61,135,64,37,17,14,20,14,20
S01006117,410,37,76,50,56,39,44,31,40,37
S01006118,289,38,65,38,24,38,28,20,16,22
S01006119,502,85,213,81,39,23,12,21,6,22
S01006120,546,48,112,58,41,55,36,75,28,93
S01006121,275,27,46,39,40,22,23,37,14,27
S01006122,523,72,133,117,51,41,36,40,11,22
S01006123,350,28,52,35,29,32,31,58,8,77
S01006124,329,25,59,28,18,39,35,58,13,54
S01006125,516,47,127,82,46,49,45,53,24,43
S01006126,401,21,62,43,31,34,42,61,18,89
S01006127,417,35,90,52,38,38,36,62,8,58
S01006128,417,17,41,37,28,32,61,83,20,98
S01006129,336,36,52,49,27,74,29,15,24,30
S01006130,184,7,7,4,11,27,30,26,25,47
S01006131,468,63,134,61,43,57,29,29,17,35
S01006132,271,15,16,21,18,41,32,34,34,60
S01006133,292,47,92,41,28,21,21,13,10,19
S01006134,223,21,55,39,14,28,12,18,19,17
S01006135,175,8,23,8,15,19,16,33,18,35
S01006136,460,21,49,64,24,49,41,58,41,113
S01006137,393,32,65,41,36,42,33,61,19,64
S01006138,335,32,83,50,38,33,29,32,12,26
S01006139,156,4,11,16,17,16,19,21,15,37
S01006140,354,60,95,51,27,43,16,19,11,32
S01006141,852,74,157,134,79,83,82,84,45,114
S01006142,317,31,64,45,55,40,25,23,12,22
S01006143,338,46,100,51,33,29,19,31,12,17
S01006144,490,41,119,91,77,48,23,33,21,37
S01006145,358,46,82,43,46,27,25,34,20,35
S01006146,380,78,129,52,36,22,26,14,1,22
S01006147,389,44,130,56,36,27,20,30,20,26
S01006148,343,47,71,33,51,38,25,29,17,32
S01006149,572,63,129,59,45,110,47,35,31,53
S01006150,525,67,95,92,46,78,47,23,23,54
S01006151,550,20,40,48,28,5,36,213,4,156
S01006152,327,69,109,63,30,13,15,8,10,10
S01006153,312,40,76,37,31,75,14,12,14,13
S01006154,413,62,143,58,37,31,29,19,13,21
S01006155,371,33,82,55,41,39,45,27,13,36
S01006156,302,29,54,48,34,32,27,26,21,31
S01006157,330,39,81,46,31,31,24,36,15,27
S01006158,374,75,118,56,43,22,16,17,9,18
S01006159,365,50,114,66,32,34,17,23,5,24
S01006160,334,49,138,49,29,19,21,4,8,17
S01006161,348,50,107,77,33,18,24,12,13,14
S01006162,298,40,79,37,33,32,16,20,17,24
S01006163,411,51,63,52,27,68,32,23,27,68
S01006164,256,35,53,20,21,36,26,20,16,29
S01006165,326,34,97,39,32,23,36,8,17,40
S01006166,409,91,131,47,36,30,27,21,10,16
S01006167,804,152,275,124,62,53,41,34,22,41
S01006168,484,61,75,49,52,63,45,41,37,61
S01006169,375,40,87,45,32,70,21,33,11,36
S01006170,415,71,85,48,44,47,26,28,19,47
S01006171,401,51,59,35,30,70,46,39,23,48
S01006172,215,22,28,24,20,36,28,16,14,27
S01006173,324,63,64,38,13,51,21,11,12,51
S01006174,361,76,24,32,27,54,30,15,18,85
S01006175,380,84,45,47,31,54,32,23,25,39
S01006176,357,54,47,24,21,77,36,28,22,48
S01006177,218,8,18,18,23,21,28,32,27,43
S01006178,321,25,37,42,58,46,39,26,19,29
S01006179,332,26,34,28,62,34,65,31,29,23
S01006180,331,18,30,48,58,41,41,34,25,36
S01006181,264,14,19,18,36,29,43,40,26,39
S01006182,321,23,29,40,50,18,50,39,31,41
S01006183,270,12,17,21,32,41,40,35,26,46
S01006184,303,13,21,34,40,48,37,35,36,39
S01006185,389,23,23,37,48,72,48,53,32,53
S01006186,514,32,72,62,80,66,58,62,33,49
S01006187,289,12,15,21,45,31,54,36,25,50
S01006188,304,19,19,35,50,41,38,46,21,35
S01006189,250,7,20,17,34,33,35,41,24,39
S01006190,382,36,56,46,47,40,52,29,28,48
S01006191,239,9,24,16,29,36,23,36,24,42
S01006192,269,20,35,35,41,27,29,29,15,38
S01006193,329,20,40,43,51,32,50,36,24,33
S01006194,300,10,28,25,38,39,54,42,20,44
S01006195,256,15,10,31,31,29,31,42,26,41
S01006196,384,22,38,53,62,47,54,37,23,48
S01006197,300,12,28,27,35,30,55,44,30,39
S01006198,246,9,13,16,37,34,37,25,25,50
S01006199,249,12,22,22,37,29,28,35,26,38
S01006200,405,24,64,58,68,64,47,44,14,22
S01006201,344,11,13,36,42,48,50,50,22,72
S01006202,253,9,18,22,26,40,34,35,27,42
S01006203,265,11,40,32,44,38,28,26,20,26
S01006204,377,10,32,57,66,47,51,41,31,42
S01006205,294,12,43,30,45,40,37,26,30,31
S01006206,348,24,32,45,68,43,43,47,23,23
S01006207,321,12,26,37,47,50,45,39,31,34
S01006208,297,24,36,40,36,31,37,40,19,34
S01006209,382,35,53,48,64,36,51,34,36,25
S01006210,384,23,50,58,66,48,50,29,30,30
S01006211,199,8,10,19,36,34,25,17,23,27
S01006212,458,36,101,69,60,65,43,40,24,20
S01006213,448,37,72,57,63,51,47,41,37,43
S01006214,414,30,48,64,65,54,56,34,29,34
S01006215,345,16,38,37,61,54,47,34,25,33
S01006216,334,19,60,55,59,40,26,29,24,22
S01006217,428,24,37,35,51,47,60,73,30,71
S01006218,299,30,49,42,53,44,17,28,17,19
S01006219,425,39,57,62,72,48,50,36,25,36
S01006220,452,45,99,65,62,53,49,35,25,19
S01006221,339,17,32,44,47,53,50,30,25,41
S01006222,506,28,61,67,74,74,65,47,42,48
S01006223,367,28,54,53,61,46,28,37,26,34
S01006224,336,26,61,52,57,42,22,27,27,22
S01006225,311,13,24,19,46,46,49,48,21,45
S01006226,401,26,60,51,67,63,39,40,26,29
S01006227,424,26,50,54,66,60,59,32,30,47
S01006228,396,32,60,59,84,48,30,37,21,25
S01006229,362,17,25,35,44,34,62,49,27,69
S01006230,372,12,21,32,52,45,66,52,33,59
S01006231,336,16,15,37,36,49,54,47,31,51
S01006232,587,53,122,108,85,62,34,39,35,49
S01006233,380,27,63,54,56,53,49,33,16,29
S01006234,362,22,47,66,62,47,41,22,25,30
S01006235,363,25,48,45,61,46,37,27,36,38
S01006236,328,23,41,43,45,44,40,39,23,30
S01006237,403,32,97,70,50,34,41,23,23,33
S01006238,447,32,87,78,65,43,40,41,27,34
S01006239,253,20,36,36,48,31,13,25,15,29
S01006240,262,6,27,42,28,21,35,21,25,57
S01006241,525,33,82,75,71,63,50,57,39,55
S01006242,310,16,35,31,35,36,44,29,34,50
S01006243,293,23,49,53,51,40,23,28,8,18
S01006244,378,27,52,55,44,39,44,32,35,50
S01006245,205,7,25,22,19,17,34,24,16,41
S01006246,306,18,46,59,36,28,31,41,17,30
S01006247,409,40,48,46,57,50,50,42,34,42
S01006248,458,26,82,88,72,55,44,29,27,35
S01006249,412,27,64,66,55,50,47,35,33,35
S01006250,299,10,39,30,38,35,38,30,30,49
S01006251,255,24,45,40,42,25,30,15,14,20
S01006252,318,18,56,35,38,40,30,45,16,40
S01006253,216,7,14,22,22,30,28,26,27,40
S01006254,422,19,63,74,57,37,51,30,39,52
S01006255,469,22,62,77,55,53,53,53,40,54
S01006256,255,14,25,15,25,34,40,17,34,51
S01006257,317,23,29,34,46,42,46,28,29,40
S01006258,352,18,38,47,45,44,49,31,33,47
S01006259,293,12,7,21,42,42,45,39,33,52
S01006260,213,4,8,14,27,24,52,21,19,44
S01006261,323,19,27,29,42,39,55,42,26,44
S01006262,368,19,42,32,53,46,50,38,34,54
S01006263,350,16,37,39,59,46,38,30,34,51
S01006264,566,40,80,92,75,83,57,46,29,64
S01006265,439,25,41,48,64,59,62,40,41,59
S01006266,389,21,34,49,37,43,60,37,47,61
S01006267,265,16,7,25,34,34,39,29,25,56
S01006268,333,15,23,32,47,34,44,43,42,53
S01006269,239,11,9,20,24,17,41,32,40,45
S01006270,461,28,44,50,70,56,56,52,43,62
S01006271,248,8,11,24,32,43,37,26,24,43
S01006272,384,18,42,51,65,58,48,38,29,35
S01006273,230,6,15,24,18,20,35,34,29,49
S01006274,238,10,8,25,38,28,36,28,28,37
S01006275,430,20,48,63,60,65,42,40,41,51
S01006276,415,24,39,53,43,53,68,45,37,53
S01006277,325,23,45,48,49,50,28,32,21,29
S01006278,435,39,53,68,57,68,37,35,32,46
S01006279,615,45,68,78,73,63,77,51,58,102
S01006280,258,17,15,35,34,38,29,19,26,45
S01006281,337,16,34,36,46,42,49,28,27,59
S01006282,282,8,29,31,42,46,35,20,25,46
S01006283,295,14,23,41,40,37,34,24,30,52
S01006284,350,15,36,40,46,36,57,35,35,50
S01006285,429,36,63,67,63,61,32,40,30,37
S01006286,592,53,84,92,78,68,56,56,40,65
S01006287,292,21,35,43,41,44,31,25,19,33
S01006288,258,11,23,25,28,41,36,25,15,54
S01006289,433,29,54,66,64,61,53,29,43,34
S01006290,336,15,20,44,31,34,54,30,41,67
S01006291,204,15,15,14,11,19,32,23,23,52
S01006292,359,32,48,50,51,48,46,30,24,30
S01006293,455,46,85,85,57,58,35,36,25,28
S01006294,299,45,56,29,30,49,25,17,23,25
S01006295,466,53,84,62,45,70,27,45,40,40
S01006296,501,59,98,68,43,79,40,39,39,36
S01006297,329,14,31,34,34,44,33,41,57,41
S01006298,505,44,51,60,66,81,45,49,63,46
S01006299,284,20,26,19,29,34,40,40,44,32
S01006300,318,16,23,25,31,62,36,35,41,49
S01006301,265,8,11,26,30,31,29,39,41,50
S01006302,465,33,40,50,56,60,40,50,78,58
S01006303,314,25,28,32,22,48,22,41,49,47
S01006304,342,20,20,35,31,50,34,37,47,68
S01006305,342,14,40,36,34,47,30,39,39,63
S01006306,389,35,45,45,31,51,45,35,56,46
S01006307,366,31,50,38,46,60,31,44,37,29
S01006308,263,16,18,18,23,41,21,35,34,57
S01006309,608,62,82,73,80,96,33,62,63,57
S01006310,407,36,64,45,66,50,33,45,33,35
S01006311,351,23,37,36,41,46,30,53,40,45
S01006312,355,22,32,28,28,68,23,38,47,69
S01006313,609,50,43,55,64,97,49,62,97,92
S01006314,335,62,99,52,39,23,14,20,11,15
S01006315,359,11,18,26,48,48,37,33,67,71
S01006316,433,22,45,46,57,51,36,58,59,59
S01006317,461,39,49,42,58,54,36,57,58,68
S01006318,326,8,23,23,36,56,35,40,44,61
S01006319,379,24,29,31,40,56,41,42,48,68
S01006320,390,16,13,32,40,47,37,57,67,81
S01006321,468,74,117,80,70,32,30,35,14,16
S01006322,412,71,117,71,55,22,22,26,14,14
S01006323,584,59,67,93,94,74,47,58,44,48
S01006324,382,55,103,59,57,29,22,29,10,18
S01006325,246,13,16,21,32,32,29,34,29,40
S01006326,332,13,16,17,38,52,35,46,44,71
S01006327,263,13,13,19,35,34,20,31,56,42
S01006328,231,13,20,26,16,32,27,24,30,43
S01006329,582,61,103,83,63,77,57,49,38,51
S01006330,317,25,23,35,25,49,21,41,40,58
S01006331,397,40,49,50,48,41,32,42,49,46
S01006332,248,9,15,22,31,34,29,24,31,53
S01006333,346,17,19,35,34,49,29,37,52,74
S01006334,308,15,26,19,32,46,29,33,58,50
S01006335,410,33,38,40,55,64,40,44,45,51
S01006336,705,113,173,115,90,49,32,63,41,29
S01006337,786,121,193,129,99,54,45,70,39,36
S01006338,449,56,68,72,63,47,35,42,29,37
S01006339,466,41,49,49,55,66,43,47,58,58
S01006340,375,25,44,34,51,50,36,64,27,44
S01006341,369,33,63,41,55,38,27,50,34,28
S01006342,294,22,20,21,35,37,24,42,37,56
S01006343,574,34,36,55,78,70,58,75,84,84
S01006344,334,21,24,30,31,56,31,49,33,59
S01006345,314,32,29,35,32,32,23,34,49,48
S01006346,319,22,46,39,50,43,19,21,33,46
S01006347,378,38,45,47,71,41,20,62,28,26
S01006348,272,17,33,29,37,30,24,41,26,35
S01006349,199,11,6,25,28,21,17,20,38,33
S01006350,261,10,9,20,31,35,21,38,42,55
S01006351,566,47,80,88,78,60,37,75,44,57
S01006352,324,10,22,27,44,27,33,55,41,65
S01006353,311,27,39,26,37,43,37,32,37,33
S01006354,417,13,34,49,51,53,35,64,43,75
S01006355,311,18,18,29,36,26,32,48,35,69
S01006356,419,23,69,61,74,39,36,56,31,30
S01006357,344,35,75,53,54,26,26,32,26,17
S01006358,310,15,15,30,44,36,29,57,32,52
S01006359,567,44,73,67,68,79,58,56,62,60
S01006360,395,29,66,56,65,38,24,52,28,37
S01006361,621,31,92,75,73,63,40,79,60,108
S01006362,460,29,64,49,82,62,48,57,33,36
S01006363,408,24,71,61,65,48,27,52,28,32
S01006364,"2,477",282,509,436,291,220,161,229,159,190
S01006365,521,50,81,77,81,44,32,71,44,41
S01006366,411,33,74,58,63,46,41,38,29,29
S01006367,418,28,61,53,74,48,51,42,25,36
S01006368,492,44,116,89,75,35,26,44,26,37
S01006369,881,67,119,121,122,130,61,98,87,76
S01006370,617,50,92,90,81,63,59,59,47,76
S01006371,356,35,70,63,39,29,23,28,32,37
S01006372,318,17,27,16,39,39,37,41,37,65
S01006373,463,36,89,67,61,36,37,49,22,66
S01006374,313,15,20,34,37,45,26,45,36,55
S01006375,299,14,23,36,34,33,25,43,34,57
S01006376,580,51,98,97,75,38,55,65,50,51
S01006377,252,12,17,19,25,24,28,36,38,53
S01006378,298,35,54,60,38,23,25,23,18,22
S01006379,348,17,31,35,60,43,35,42,41,44
S01006380,345,27,29,39,48,56,28,27,50,41
S01006381,220,22,46,23,37,18,18,26,12,18
S01006382,310,10,23,28,34,45,26,58,30,56
S01006383,315,16,31,32,51,26,33,44,38,44
S01006384,438,44,56,50,68,53,38,48,40,41
S01006385,459,20,27,46,49,54,37,59,71,96
S01006386,477,35,45,60,65,39,42,63,51,77
S01006387,443,33,46,52,49,76,50,34,49,54
S01006388,448,27,23,55,43,42,41,49,62,106
S01006389,278,18,20,22,28,34,41,28,44,43
S01006390,307,22,16,29,31,27,30,38,41,73
S01006391,628,75,136,80,91,48,47,73,39,39
S01006392,463,30,37,58,43,56,55,48,64,72
S01006393,677,63,88,82,91,87,57,57,58,94
S01006394,340,17,20,34,35,30,31,51,50,72
S01006395,537,43,63,83,65,53,44,65,51,70
S01006396,250,12,19,13,26,20,18,37,36,69
S01006397,489,48,72,76,56,51,33,72,34,47
S01006398,412,40,62,50,62,47,32,40,33,46
S01006399,367,16,32,34,59,47,37,55,37,50
S01006400,774,72,121,104,132,89,58,78,62,58
S01006401,447,25,37,28,44,43,42,72,64,92
S01006402,279,12,10,22,24,27,27,40,38,79
S01006403,330,24,28,31,42,49,24,40,43,49
S01006404,435,24,23,42,46,46,35,58,73,88
S01006405,518,37,73,62,73,49,29,69,51,75
S01006406,184,13,6,17,22,17,21,30,23,35
S01006407,400,37,59,61,64,35,24,44,39,37
S01006408,460,22,23,35,35,43,31,54,92,125
S01006409,837,74,139,98,108,75,65,116,49,113
S01006410,282,15,15,38,41,35,26,23,43,46
S01006411,545,40,74,81,59,52,37,78,48,76
S01006412,310,9,16,20,38,33,36,52,50,56
S01006413,233,14,14,12,29,20,20,28,34,62
S01006414,260,25,30,34,31,38,31,24,26,21
S01006415,422,44,52,57,61,43,39,39,37,50
S01006416,376,32,64,41,41,49,24,31,30,64
S01006417,412,35,30,43,65,50,41,56,49,43
S01006418,267,18,13,22,30,27,31,26,39,61
S01006419,241,15,16,16,28,36,12,24,40,54
S01006420,397,17,18,27,28,45,51,66,46,99
S01006421,390,57,93,58,39,41,21,37,26,18
S01006422,259,6,15,22,34,29,17,38,32,66
S01006423,374,33,53,48,64,25,23,49,39,40
S01006424,234,15,18,21,20,39,26,31,33,31
S01006425,609,67,90,78,66,61,54,77,51,65
S01006426,675,62,101,99,82,82,48,80,69,52
S01006427,319,19,23,43,47,38,27,38,44,40
S01006428,402,25,26,35,56,47,35,59,39,80
S01006429,336,13,11,21,53,29,22,52,51,84
S01006430,369,26,46,76,53,51,30,36,33,18
S01006431,274,24,52,37,45,34,14,30,24,14
S01006432,328,16,29,28,43,43,33,51,34,51
S01006433,296,10,23,29,30,32,20,40,47,65
S01006434,411,16,35,52,51,58,41,51,49,58
S01006435,217,21,32,36,29,20,21,21,20,17
S01006436,374,21,28,57,47,31,36,46,46,62
S01006437,466,19,36,46,69,59,37,67,58,75
S01006438,247,13,15,23,35,27,21,48,28,37
S01006439,430,28,56,57,52,39,35,48,51,64
S01006440,363,32,24,29,55,42,36,37,48,60
S01006441,311,12,13,36,43,36,40,37,38,56
S01006442,353,24,32,38,56,41,31,37,36,58
S01006443,228,8,21,14,30,31,19,28,40,37
S01006444,291,15,30,30,50,34,22,46,37,27
S01006445,373,23,40,42,31,39,33,50,54,61
S01006446,465,36,56,48,62,55,34,48,61,65
S01006447,268,12,18,27,27,35,25,40,38,46
S01006448,481,48,83,63,69,51,34,57,38,38
S01006449,255,27,40,44,38,25,17,31,9,24
S01006450,239,16,9,16,22,28,19,45,23,61
S01006451,527,29,49,56,67,46,59,62,80,79
S01006452,260,15,26,26,32,43,20,31,27,40
S01006453,428,28,37,39,36,57,41,66,44,80
S01006454,343,61,72,43,45,28,18,32,24,20
S01006455,248,8,18,18,20,30,24,33,34,63
S01006456,907,112,148,118,100,94,68,89,86,92
S01006457,586,85,117,81,60,65,41,52,42,43
S01006458,469,52,88,64,76,55,33,50,27,24
S01006459,426,85,75,85,45,21,26,38,22,29
S01006460,253,23,25,33,30,36,20,32,23,31
S01006461,978,133,166,183,121,108,72,63,60,72
S01006462,404,37,58,54,52,56,29,36,42,40
S01006463,324,39,45,39,26,41,29,22,41,42
S01006464,316,24,32,38,51,44,36,30,26,35
S01006465,737,76,136,112,104,77,47,66,67,52
